name,district,party,age,www,education,segment,oik,imp,lib,vih
Jouni Kaskiharju,Uusimaa,Muutos 2011,51,http://www.kaskiharju.net/,Insinööri,Kansalliskonservatiivit,0.468450013,1.905074511,-0.026805454,-0.73950193
Jari Leino,Uusimaa,Muutos 2011,50,http://www.jarileino.com/,filosofian maisteri,Kansalliskonservatiivit,1.197696664,1.783766745,0.22690853,-0.867265888
Anne Lempinen,Uusimaa,Muutos 2011,57,,,Kansalliskonservatiivit,-0.838593817,1.955621494,-0.030088633,-0.941033278
Kristina Ljungqvist,Uusimaa,Muutos 2011,67,http://www.kristina2015.fi,Tiedottaja,Kansalliskonservatiivit,0.696054794,1.049785782,-0.134000708,-0.995298741
Martti Munne,Uusimaa,Muutos 2011,33,http://www.marttimunne.fi,BBA / tradenomi,Kansalliskonservatiivit,0.901854908,1.620331189,1.493487373,-0.440093882
Petri Rautiainen,Uusimaa,Muutos 2011,51,https://www.facebook.com/PetriTRautiainen,Opisto,Kansalliskonservatiivit,-0.422504181,2.507274038,-0.319363254,-1.747258452
Jaakko Ruusulampi,Uusimaa,Muutos 2011,41,,Yrittäjä,Kansalliskonservatiivit,0.219988229,2.107524409,-0.075386705,-0.647219267
Liisa Sirainen,Uusimaa,Muutos 2011,,,,Kansalliskonservatiivit,0.270713677,2.146653645,0.042748878,-0.196720341
Hannu Tanskanen,Uusimaa,Muutos 2011,72,http://www.ilmastohuijaus.blogspot.com,AMK,Kansalliskonservatiivit,1.173182901,1.085832477,-0.346257229,-2.138632603
Roni Kantola,Uusimaa,Piraattipuolue,27,http://kaikkeus.dy.fi/ronikantola,fil. yo,Viherliberaalit,-0.400291059,-0.378185323,1.60759532,0.881111795
Joona Laaksonen,Uusimaa,Piraattipuolue,22,,Liiketalouden pt & Merkonomi,Oikeisto,0.63464128,-0.197798975,1.276654127,-0.260153119
Mika Letonsaari,Uusimaa,Piraattipuolue,40,http://mika.letonsaari.fi/,Diplomi-insinööri (teknillinen fysiikka),Viherliberaalit,-0.180177561,0.174697727,1.936361678,0.226303823
Janne Paalijärvi,Uusimaa,Piraattipuolue,33,http://paalijarvi.fi,Tekniikan kandidaatti,Oikeisto,1.216034278,-0.138417235,2.136867434,-0.229715328
Tere Sammallahti,Uusimaa,Piraattipuolue,33,http://www.teresammallahti.fi,M. Sc. (Civ. Eng)/DI,Oikeisto,1.145799454,0.074570501,2.094778985,-0.711095918
Eena Värne,Uusimaa,Piraattipuolue,28,,,Oikeisto,1.250822393,-0.386947714,2.385123856,0.491176832
Kai Hentilä,Uusimaa,Piraattipuolue,53,,B.Sc. San Francisco State University,Oikeisto,1.928825714,-0.096985843,0.929093645,-0.890526247
Jouni Karlsson,Uusimaa,Piraattipuolue,40,,Ammattiopisto,Viherliberaalit,-0.080143868,0.049188513,1.362175595,0.115941797
Tapani Karvinen,Uusimaa,Piraattipuolue,33,http://www.k4rv1n3n.net,,Viherliberaalit,-0.528700321,0.833632108,1.718252634,0.429211954
Sari Niemi,Uusimaa,Piraattipuolue,27,http://syntikunta.net,Valt. yo,Oikeisto,1.4382706,-0.142257984,1.915591249,-0.410645664
Tuomo Ryynänen,Uusimaa,Piraattipuolue,43,http://www.tuomoryynanen.net,Kauppatieteiden maisteri & amm. ped. tutkinto.,Kansalliskonservatiivit,0.508227215,0.051587716,0.112870839,-0.135468979
Simon Elo,Uusimaa,Perussuomalaiset,28,http://www.simonelo.fi,Alempi korkeakouluaste,Kansalliskonservatiivit,0.55811082,2.237059034,0.041686763,-2.128500057
Johanna Jurva,Uusimaa,Perussuomalaiset,37,http://www.johannajurva.fi,Toisen asteen tutkinto,Kansalliskonservatiivit,-0.131904845,1.812494656,-0.153344465,-1.524299561
Arja Juvonen,Uusimaa,Perussuomalaiset,47,http://www.arjajuvonen.fi,Opistotaso,Kansalliskonservatiivit,0.353023053,0.324186413,-0.808229502,0.638711235
Pietari Jääskeläinen,Uusimaa,Perussuomalaiset,67,http://www.peruspietari.fi,valtiotieteiden maisteri,Kansalliskonservatiivit,-0.374300767,1.461034388,-0.922286824,-0.424437461
Suvi Karhu,Uusimaa,Perussuomalaiset,29,http://suvikarhu.fi,ylioppilas & ammattitutkinto,Kansalliskonservatiivit,0.660610115,1.611420061,0.95516874,-1.636527199
Jukka Kilpi,Uusimaa,Perussuomalaiset,61,http://www.jukkakilpi.fi,Filosofian tohtori,Kansalliskonservatiivit,0.755166769,0.56461322,-0.218440953,-0.457572821
Teemu Lahtinen,Uusimaa,Perussuomalaiset,37,http://www.teemulahtinen.fi,korkeakoulu,Oikeisto,1.483753305,0.631849573,1.428185757,-0.445973857
Veli-Matti Laitinen,Uusimaa,Perussuomalaiset,49,http://veli-mattilaitinen.ehdolla.fi,Ammattikolutus,Kansalliskonservatiivit,0.521155131,1.146705013,-0.219269445,-0.913567563
Veijo Lappalainen,Uusimaa,Perussuomalaiset,52,http://www.veijolappalainen.ehdolla.fi/,Ammattitutkinto,Kansalliskonservatiivit,-0.178653572,1.390583061,-0.02516883,-0.66324441
Jenni Lastuvuori,Uusimaa,Perussuomalaiset,30,https://vaalit.perussuomalaiset.fi/ehdokkaat/jenni-lastuvuori,Ammattikoulu,Kansalliskonservatiivit,0.882473157,1.612290054,0.386328331,-1.717023747
Petri Lehtinen,Uusimaa,Perussuomalaiset,48,http://kauniainen.perussuomalaiset.fi/eduskuntavaaliehdokas-petri-lehtinen/,Kaupallinen peruskoulutus,Kansalliskonservatiivit,0.312108765,0.97407524,-0.672047945,-1.680192615
Kai-Ari Lundell,Uusimaa,Perussuomalaiset,59,http://kaiarilundell.blogspot.fi/,Luokanopettaja,Kansalliskonservatiivit,0.010034328,0.676397707,-0.848777863,-1.143238319
Arto Luukkanen,Uusimaa,Perussuomalaiset,50,http://www.artoluukkanen.com,Teologian tohtori & dosentti,Kansalliskonservatiivit,0.405412449,1.509617463,-0.55098043,-1.916800403
Saara Lång,Uusimaa,Perussuomalaiset,48,http://www.saaralang.fi,MMM & Ph.D.,Kansalliskonservatiivit,0.208537527,1.626834658,-0.400511666,-0.825096123
Juha Malmi,Uusimaa,Perussuomalaiset,51,http://www.juhamalmi.fi,Ylempi korkeakoulututkinto,Kansalliskonservatiivit,-0.371783917,1.908104792,-1.435662327,-1.485792385
Leena Meri,Uusimaa,Perussuomalaiset,47,http://www.leenameri.fi,oikeustieteen maisteri & varatuomari,Kansalliskonservatiivit,0.740442654,1.361701417,0.077664517,-1.283747816
Taisto Miettinen,Uusimaa,Perussuomalaiset,49,http://www.taistomiettinen.fi,Kauppatieteiden lisensiaatti & Varatuomari & Oikeustieteen kandidaatti & Tohtorikoulutettava & tekn. yo,Kansalliskonservatiivit,0.489170555,1.033077058,0.369201118,-0.290582162
Kirsi Mäkilaine,Uusimaa,Perussuomalaiset,45,http://www.kirsimakilaine.ehdolla.fi/,Sairaanhoitaja,Kansalliskonservatiivit,-0.27063782,1.738197411,-1.192738925,-1.435342062
Mika Niikko,Uusimaa,Perussuomalaiset,48,http://www.mikaniikko.fi/,,Kansalliskonservatiivit,0.512364825,1.920774038,-0.527136134,-0.375397065
Jussi Niinistö,Uusimaa,Perussuomalaiset,44,http://www.jussiniinisto.fi,filosofian tohtori,Kansalliskonservatiivit,0.040115359,1.171231589,-0.962961007,-0.604742664
Piritta Poikonen,Uusimaa,Perussuomalaiset,40,http://www.pirittapoikonen.fi,Oikeustieteen maisteri,Kansalliskonservatiivit,0.045544263,1.587682006,0.85350533,0.049336762
Veera Ruoho,Uusimaa,Perussuomalaiset,45,http://www.kotisivukone.com,valtiotieteiden yo,Oikeisto,1.170057558,0.357121266,0.226305261,0.153943992
Pirkko Ruohonen-Lerner,Uusimaa,Perussuomalaiset,58,http://www.pirkon.info,varanotaari & laskentamerkonomi & yo,Kansalliskonservatiivit,0.113199244,0.538966779,-0.734017776,-0.216515396
Ville Saukkola,Uusimaa,Perussuomalaiset,45,http://www.saukkola.fi,Kolme toisen asteen tutkintoa. Poliisi & yo-merkonomi ja yo-kokki,Kansalliskonservatiivit,-0.200216965,2.06825492,-0.130207338,-1.656520062
Iiro Silvander,Uusimaa,Perussuomalaiset,42,http://www.iirosilvander.kotisivukone.com,Ylempi korkea-aste,Kansalliskonservatiivit,-0.847138227,2.118828949,-0.504062782,-2.08537953
Juha Simonen,Uusimaa,Perussuomalaiset,48,,ammattikoulu,Kansalliskonservatiivit,0.810706714,1.524099352,-0.337524679,-1.156888416
Pekka Sinisalo,Uusimaa,Perussuomalaiset,46,http://www.pekkasinisalo.fi,FM & historian- ja yhteiskuntaopinopettaja,Kansalliskonservatiivit,0.68441769,1.263886223,-0.370960213,-0.50340918
Timo Soini,Uusimaa,Perussuomalaiset,52,http://www.timosoini.fi,Ylempi Korkeakoulututkinto & VTM,Kansalliskonservatiivit,0.123163379,1.475074998,-0.764645135,-1.816775244
Maiju Tapiolinna,Uusimaa,Perussuomalaiset,49,http://www.maijutapiolinna.fi,opistotason tutkinto,Kansalliskonservatiivit,0.26073801,1.669752238,-0.04210013,-2.019040319
Pauli Vahtera,Uusimaa,Perussuomalaiset,65,http://www.paulivahtera.fi,Kauppatieteiden kandidaatti,Oikeisto,1.343831394,0.933856806,0.483825403,-0.093854217
Mikko Wikstedt,Uusimaa,Perussuomalaiset,52,http://www.mikkowikstedt.fi,Insinööri,Kansalliskonservatiivit,0.498072081,0.99965117,-0.586098143,-1.694462555
Anna Abrahamsson,Uusimaa,RKP,25,http://www.annaabrahamsson.fi,Valtiotieteiden kandidaatti,Viherliberaalit,0.71823589,-1.471673098,0.852943801,0.832594946
Anders Adlercreutz,Uusimaa,RKP,44,http://www.anders2015.fi,Arkkitehti,Oikeisto,1.200224919,-1.391566005,-0.469510629,0.810858182
Anna Aintila,Uusimaa,RKP,47,http://www.annaaintila.com,Yliopisto,Viherliberaalit,0.621506368,-0.629646192,0.319320252,0.788716137
Ann-Katrin Bender,Uusimaa,RKP,26,http://www.ankibender.com,Ylempi korkeakoulututkinto,Oikeisto,0.863641032,-1.871047915,0.988037618,0.635423016
Filip Björklöf,Uusimaa,RKP,24,http://www.filip.fi,ylioppilas,Oikeisto,1.209889844,-1.165502647,0.779450016,-0.860464772
Elin Blomqvist,Uusimaa,RKP,27,http://www.elinblomqvist.fi,Liikunnanohjaaja & Tradenomiopiskelija AMK,Viherliberaalit,0.615839798,-1.414608287,1.034311461,0.404506531
Thomas Elfgren,Uusimaa,RKP,60,http://www.facebook.com/telfgren,Poliisipäällystön virkatutkinto,Viherliberaalit,0.387665123,-0.992291668,1.295804768,0.884388391
Niklas Grönroos,Uusimaa,RKP,50,http://www.niklasgronroos.fi,opisto,Kansalliskonservatiivit,0.172311419,-0.648890015,-0.445598719,0.713189317
Carl Haglund,Uusimaa,RKP,36,http://www.carlhaglund.fi,Kauppatieteiden maisteri,Oikeisto,1.48892879,-1.482885577,0.412311661,-0.138831838
Nina af Hällström,Uusimaa,RKP,51,http://www.sfp.fi/ninaafhallstrom,Ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.263292784,-0.477052463,0.631853042,-0.034330164
Mikael Jern,Uusimaa,RKP,48,http://mikaeljern@blogspot.fi,maa- ja metsätaloustieteen maisteri & agronomi,Oikeisto,1.125610698,-1.204610878,0.481501722,-0.246870531
Stig Kankkonen,Uusimaa,RKP,69,http://www.kankkonen.net,TM,Oikeisto,1.082577424,-0.867661177,-0.778287584,-0.762341202
Patrik Karlsson,Uusimaa,RKP,49,,kasv.maisteri,Kansalliskonservatiivit,0.485877943,-0.837647203,-0.332133821,-0.114302979
Nicholas Kujala,Uusimaa,RKP,19,,peruskoulu,Viherliberaalit,0.597119537,-1.112181582,1.221635451,0.893052154
Christel Liljeström,Uusimaa,RKP,54,http://www.liljestrom.nu,Ylioppilas & opisto,Viherliberaalit,0.517861053,-1.142890557,-0.13318272,0.65947482
Stina Lindgård,Uusimaa,RKP,51,http://stinalindgard.simplesite.com/,maisteri,Viherliberaalit,0.361395721,-1.367554472,-0.38784023,0.720821047
Tanja Ljungqvist,Uusimaa,RKP,46,,Kulttuurituottaja,Viherliberaalit,0.181289461,-0.888602013,-1.00678173,0.640888158
Niklas Mannfolk,Uusimaa,RKP,30,http://www.mannfolk.fi,KTM,Oikeisto,1.163948706,-1.681204914,0.986227391,0.495441535
Cosmo Mether,Uusimaa,RKP,22,,Ylioppilas,Oikeisto,1.093406344,-1.207823879,0.843348772,0.192461761
Christina Mickos,Uusimaa,RKP,41,,VTM,Viherliberaalit,0.294408849,-1.25099334,0.552332781,0.625169528
Veronica Rehn-Kivi,Uusimaa,RKP,59,http://www.rehnkivi.fi,Arkkitehtitutkinto,Oikeisto,0.932377702,-1.342538943,0.172444986,0.486416939
Pia Sundell,Uusimaa,RKP,42,http://www.piasundell.blogaaja.fi,alempi korkeakoulu,Viherliberaalit,0.674609797,-1.320387599,0.011406315,0.845527698
Henrik Wickström,Uusimaa,RKP,20,http://www.henrikwickstrom.fi,Ylioppilas & hallintotieteiden opiskelija,Oikeisto,0.797584967,-0.581924046,-0.46091054,-0.715009579
Midiya Zahir Hatam,Uusimaa,RKP,30,,Merkonomi,Kansalliskonservatiivit,0.843220684,0.254199501,-1.661068304,0.258655587
Sten Öhman,Uusimaa,RKP,64,,Diplomi-insinööri,Oikeisto,0.983161078,-1.515979628,0.224410398,-0.247495032
Susanna Bruun,Uusimaa,SDP,31,http://www.susannabruun.fi,ylempi korkeakoulututkinto,Demarit,-0.985664264,-1.038222141,-0.003449342,-0.247370231
Tarja Eklund,Uusimaa,SDP,58,http://www.kolumbus.fi/tarja.eklund,peruskoulu,Demarit,-0.608838422,-0.735859654,-0.733731486,0.465934107
Maarit Feldt-Ranta,Uusimaa,SDP,46,http://www.maaritfeldtranta.fi,Pol yo,Demarit,-0.675930116,-0.536424955,-0.336460623,-0.402812815
Maria Guzenina,Uusimaa,SDP,46,http://www.mariaguzenina.net,,Viherliberaalit,-0.455828803,-0.296785527,0.60197671,1.128886459
Pasi Kanerva,Uusimaa,SDP,46,http://www.pasikanerva.fi,Ammattikorkeakoulu,Kansalliskonservatiivit,0.174333009,0.107753477,0.053946255,-0.146721195
Anne Karjalainen,Uusimaa,SDP,44,http://www.annekarjalainen.fi,ylempi korkeakoulututkinto,Demarit,-0.804996419,-0.633990796,-0.249714131,-0.53400671
Anette Karlsson,Uusimaa,SDP,27,http://www.anettekarlsson.fi,Ammattikorkeakoulu / Sosionomi,Demarit,-1.017069739,-0.733709117,-0.041149431,-0.375984133
Kimmo Kiljunen,Uusimaa,SDP,63,http://www.kimmokiljunen.fi,valtiotieteen tohtori,Vihervasemmisto,-1.371815729,-0.466057104,0.184819575,0.562364268
Marianne Korpi,Uusimaa,SDP,48,http://www.mariannekorpi.fi,erikoissairaanhoitaja(amk) yamk (2015)  &liiketalous(2007),Demarit,-0.797312374,0.120753322,-0.358053407,0.357916544
Jussi Kukkola,Uusimaa,SDP,21,http://jussikukkola.fi/,Ylioppilas,Demarit,-1.017893371,-0.641864305,0.521842153,0.135963196
Merja Kuusisto,Uusimaa,SDP,60,http://www.merjakuusisto.fi,erikoissairaanhoitaja,Demarit,-0.650140975,-0.48195967,0.163527604,0.354583351
Sirkka-Liisa Kähärä,Uusimaa,SDP,50,http://www.sirkkaliisakahara.fi,Sairaanhoitaja & AMK,Demarit,-1.299485043,-0.863093554,-0.518890535,0.126351432
Harri Lepolahti,Uusimaa,SDP,50,http://www.harrilepolahti.fi,yliopisto,Demarit,-0.910144837,0.325699477,-0.991137204,-0.243518226
Antti Lindtman,Uusimaa,SDP,32,http://anttilindtman.fi/,Valtiotieteiden yo,Demarit,-0.669777281,-0.564163504,-0.202161393,-0.166940737
Mikko Merelä,Uusimaa,SDP,24,http://www.mikkomerela.fi,Ammattikoulu,Kansalliskonservatiivit,-0.005667175,0.350677242,-0.113835934,-0.669671796
Michael Moberg,Uusimaa,SDP,38,http://www.moberg2015.fi,Ylempi korkeakoulututkinto (Upseerin tutkinto),Oikeisto,0.438548195,-1.082501947,0.663012362,-0.914168733
Emmi Mäkinen,Uusimaa,SDP,38,http://www.emmimakinen.fi,Ammattikoulu,Demarit,-1.027831293,0.385986802,-0.064966855,0.053977907
Jukka Mölsä,Uusimaa,SDP,42,http://www.jukkamolsa.fi,FM,Demarit,-0.362982853,0.482695171,0.46342107,-0.837014091
Tessa Olin,Uusimaa,SDP,33,http://www.tessaolin.fi,Lähihoitaja & Sosionomi (AMK),Demarit,-0.876575745,-0.128601838,0.12149164,0.261744933
Irma Pahlman,Uusimaa,SDP,57,http://irmapahlman.fi,Oikeustieteen tohtori,Kansalliskonservatiivit,0.16767337,-0.233689867,-0.231545251,-0.692979839
Heta Ravolainen-Rinne,Uusimaa,SDP,41,http://www.ravolainen.fi,Insinööri amk,Demarit,-0.452795262,0.214428695,-0.064121212,0.119913015
Antti Rinne,Uusimaa,SDP,52,http://www.anttirinne.fi,oikeustieteen kandidaatti,Demarit,-0.588402434,-0.874523759,-0.133067872,-0.330214241
Joona Räsänen,Uusimaa,SDP,28,http://www.joonarasanen.fi,tradenomi,Demarit,-0.719284872,-0.637632873,-0.242995833,0.028208844
Kim Savolainen,Uusimaa,SDP,44,,Kauppaopisto,Demarit,-0.705646894,1.679664561,-0.56125013,-0.018830053
Ranbir Sodhi,Uusimaa,SDP,51,http://www.ranbirsodhi.fi,KTM,Demarit,-0.541700202,-0.657282366,-0.124109962,0.126170375
Terhi Stevander,Uusimaa,SDP,29,https://terhistevander.wordpress.com/,Ammattikorkeakoulu,Viherliberaalit,-0.716601999,-0.616268243,0.722926089,0.50888548
Mirja Suhonen,Uusimaa,SDP,57,http://mirjasuhonen.net,Korkeakoulu,Demarit,-1.192191514,0.059366461,0.018888593,0.444440405
Säde Tahvanainen,Uusimaa,SDP,42,http://www.sädetahvanainen.fi,Korkeakoulutus,Demarit,-1.066184972,-0.787048236,-0.649737082,0.396244962
Mika Tallgren,Uusimaa,SDP,44,http://www.mikatallgren.fi,Opistotaso & merkonomi,Demarit,-0.778348835,-0.339091289,-1.06774563,0.141493277
Johanna Värmälä,Uusimaa,SDP,44,http://www.varmala.fi,Korkea-aste,Demarit,-1.427549521,-1.142226351,-0.453050621,0.304373255
Heikki Kurttila,Uusimaa,SKP,68,,Tekniikan tohtori,Vihervasemmisto,-1.418275928,-0.253546558,0.214989734,0.847660486
Iida Ylönen,Uusimaa,SKP,30,,AMK,Vihervasemmisto,-1.377869922,0.159883173,0.48496433,1.137163975
Arjo Suonperä,Uusimaa,SKP,69,http://www.suonpera.tiedottaa.net,Oikeustieteen kandidaatti & varatuomari,Demarit,-1.229660298,0.164418423,-0.516066272,-0.25971915
Ossi Kähmi,Uusimaa,SKP,67,,alempi korkeakoulututkinto,Vihervasemmisto,-1.393082354,0.222949582,-0.019581212,0.928048549
Rita Dahl,Uusimaa,SKP,43,http://www.arjentola.blogspot.com,valtiotieteiden ja filosofian maisteri,Demarit,-0.768806781,0.101557399,-0.740783203,0.772187631
Joonas Dachinger,Uusimaa,Vasemmistoliitto,43,http://www.ehdokas.vasemmisto.fi/joonasdachinger,sairaanhoitaja,Vihervasemmisto,-1.387937236,-0.135649309,-0.127289309,1.382958301
Tiina Ahlfors,Uusimaa,Vasemmistoliitto,38,http://ehdokas.vasemmisto.fi/tiinaahlfors/,Ammattikorkeakoulu,Vihervasemmisto,-1.538104172,-0.576670764,0.341006292,1.488855762
Birgit Aittakumpu,Uusimaa,Vasemmistoliitto,41,http://www.birgitaittakumpu.fi,Korkeakoulu,Vihervasemmisto,-1.291795681,-0.835800409,0.247564202,1.417899625
Juuso Aromaa,Uusimaa,Vasemmistoliitto,28,http://wwwhttp://aromaa.vas.fi/,Ylioppilas,Vihervasemmisto,-1.598781569,-0.553802182,0.638984479,1.49267731
Antero Eerola,Uusimaa,Vasemmistoliitto,40,http://www.anteroeerola.fi,Toimittaja,Vihervasemmisto,-1.64750215,-0.355196669,0.058207627,0.730805708
Riitta Gyllenbögel,Uusimaa,Vasemmistoliitto,39,http://ehdokas.vasemmisto.fi/riittagyllenbogel/,Ylempi korkeakoulututkinto,Vihervasemmisto,-1.28759933,-0.607480805,0.495794154,0.718615655
Oula Hyrske,Uusimaa,Vasemmistoliitto,32,http://www.oulahyrske.com,Kulttuurituottaja AMK,Vihervasemmisto,-1.37248841,-0.399176172,1.094905507,1.339982552
Kaarlo Julkunen,Savo-Karjala,Vasemmistoliitto,60,http://www.isokalle.fi,Kansalaiskoulu,Demarit,-1.052641926,-0.099050818,-0.279042951,0.369709568
Jari Jääskeläinen,Uusimaa,Vasemmistoliitto,48,http://www.jarijaaskelainen.fi,Ammatillinen koulutus,Demarit,-1.238040815,0.459093168,-0.072970655,0.48118528
Ville Karinen,Uusimaa,Vasemmistoliitto,39,http://www.villekarinen.fi,Filosofian maisteri,Vihervasemmisto,-1.410134385,-0.058566199,0.914682496,0.935838807
Elina Kinnunen,Uusimaa,Vasemmistoliitto,32,http://www.elinakinnunen.com,lähihoitaja & sosiologian opiskelija,Vihervasemmisto,-1.490841606,-0.641343956,0.358996986,1.451148771
Kaarlo Kivimäki,Uusimaa,Vasemmistoliitto,37,http://ehdokas.vasemmisto.fi/kaarlokivimaki/,FM,Viherliberaalit,-0.918842741,-1.200372203,0.481044003,0.999050144
Marja Koskenalho,Uusimaa,Vasemmistoliitto,61,http://www.koskenalho.fi,ylempi korkeakoulututkinto,Vihervasemmisto,-1.513778454,-1.094854461,0.789632276,1.468925087
Pirkko Kotila,Uusimaa,Vasemmistoliitto,51,,ylempi korkeakoulututkinto,Vihervasemmisto,-1.161790548,-0.551447099,-0.112914911,1.50954649
Erkki Laukkanen,Uusimaa,Vasemmistoliitto,59,http://www.erkkilaukkanen.fi,Tutkijakoulutus,Demarit,-1.234977338,-0.231748225,-0.35087128,0.690257691
Armi Lindell,Uusimaa,Vasemmistoliitto,35,http://www.arminpunainen.com,Sairaanhoitaja AMK & psykoterapeutti,Vihervasemmisto,-1.245434651,-0.690050517,0.622611453,1.069266093
Jouni Linden,Uusimaa,Vasemmistoliitto,48,http://www.jouni-linden.net,Keskiaste,Demarit,-1.368488039,0.7912837,0.640930596,-0.151706545
Pia Lohikoski,Uusimaa,Vasemmistoliitto,37,http://www.pialohikoski.net,Valtiotieteiden maisteri,Vihervasemmisto,-1.642108422,0.121956666,0.680745134,1.07095947
Anu Nevanlinna,Uusimaa,Vasemmistoliitto,64,http://ehdokas.vasemmisto.fi/anunevanlinna,alempi korkeakoulututkinto,Viherliberaalit,-1.014666688,0.015665704,1.248860647,1.128487035
Daniel Nyman,Uusimaa,Vasemmistoliitto,27,http://danielnyman.blogspot.fi/,Ylioppilas & hirsirakentaja & metsä-alan opiskelija,Vihervasemmisto,-1.283381846,-1.209280841,0.371423556,1.65121664
Tapio Pulkkinen,Uusimaa,Vasemmistoliitto,37,http://tapiopulkkinen.fi,Alempi korkeakoulututkinto,Demarit,-0.779410003,-0.336334813,0.489283476,0.460551185
Riika Raunisalo,Uusimaa,Vasemmistoliitto,35,http://riikaraunisalo.com,ammattikorkeakoulu,Demarit,-1.366987562,0.159367459,0.020595967,0.485940811
Sami Ronkola,Uusimaa,Vasemmistoliitto,21,,ammattikoulu,Demarit,-1.229695361,-0.131717035,0.438873423,0.532801932
Jussi Saramo,Uusimaa,Vasemmistoliitto,35,http://www.saramo.net,,Vihervasemmisto,-1.503191262,-0.732832244,0.480927759,1.169170456
Veikko Tanskanen,Uusimaa,Vasemmistoliitto,56,http://www,peruskoulu,Demarit,-0.879374046,0.724721926,-0.247288902,0.186538997
Kari Uotila,Uusimaa,Vasemmistoliitto,60,http://www.kariuotila.fi,Ammattikoulu,Vihervasemmisto,-1.164752965,-0.500828357,0.66535673,1.118489879
Miikka Uotinen,Uusimaa,Vasemmistoliitto,26,,Ammattikoulu,Demarit,-0.99942065,-0.425186203,-0.09255816,0.275673386
Jaana Wessman,Uusimaa,Vasemmistoliitto,41,http://www.jaanawessman.fi/,ylempi korkeakoulututkinto,Vihervasemmisto,-1.339204315,-0.808455402,0.594405114,1.101742216
Tiina Elo,Uusimaa,Vihreät,44,http://www.tiinaelo.fi,ylempi korkeakoulututkinto MMM,Viherliberaalit,-0.776778313,-1.304768168,-0.004336233,1.280178827
Saara Hyrkkö,Uusimaa,Vihreät,27,http://www.saarahyrkko.fi,tekniikan kandidaatti,Viherliberaalit,-0.554983208,-1.064681646,0.764415577,1.421005996
Inka Hopsu,Uusimaa,Vihreät,38,http://www.inkahopsu.fi,Ylempi korkeakoulututkinto,Viherliberaalit,-0.481226881,-1.499159622,0.157181925,1.279595028
Aki Korpela,Uusimaa,Vihreät,44,http://www.akikorpela.fi,filosofian maisteri (ylempi korkeakoulututkinto),Viherliberaalit,-0.284776932,-0.963722445,-0.460573561,1.081896371
Jarno Lappalainen,Uusimaa,Vihreät,28,http://jarnolappalainen.fi,tekniikan ylioppilas,Viherliberaalit,0.595365249,-1.425761424,1.565451206,1.089503491
